duckworth_j._hard mahut_n._hard 5 1.23
dolgopolov_o._hard falla_a._hard 1.33 4
istomin_d._hard mayer_f._hard 3.46 1.38
tomic_b._hard benneteau_j._hard 1.7 3.1
muller_g._hard mello_r._hard 1.44 3.7
simon_g._hard sweeting_r._hard 1.3 4.6
baghdatis_m._hard harrison_r._hard 1.51 3.15
nishikori_k._hard stebe_c.m._hard 1.34 4.3
nieminen_j._hard levine_j._hard 1.44 3.25
ito_t._hard mitchell_b._hard 1.55 2.8
stepanek_r._hard ebden_m._hard 1.68 2.88
giraldo_s._hard millman_j._hard 1.33 4.04
petzschner_p._hard melzer_j._hard 2.6 1.68
haas_t._hard matosevic_m._hard 1.66 2.5
andreev_i._hard mannarino_a._hard 2 2.5
murray_a._hard kukushkin_m._hard 1.04 28.25
simon_g._hard duckworth_j._hard 1.12 8
stepanek_r._hard nieminen_j._hard 1.62 2.6
istomin_d._hard haas_t._hard 2.15 1.88
giraldo_s._hard petzschner_p._hard 2.05 2
dolgopolov_o._hard andreev_i._hard 1.47 3.5
baghdatis_m._hard nishikori_k._hard 1.67 2.53
tomic_b._hard ito_t._hard 1.28 5.1
murray_a._hard muller_g._hard 1.13 9
simon_g._hard giraldo_s._hard 1.57 2.8
dolgopolov_o._hard stepanek_r._hard 2.22 1.82
murray_a._hard baghdatis_m._hard 1.33 4.14
tomic_b._hard istomin_d._hard 1.35 4.1
dolgopolov_o._hard simon_g._hard 2.3 1.8
murray_a._hard tomic_b._hard 1.25 5.3
murray_a._hard dolgopolov_o._hard 1.2 5.84
bhambri_y._hard beck_k._hard 3.5 1.45
sela_d._hard fognini_f._hard 1.64 3
dodig_i._hard vardhan_v._hard 1.18 6.01
paire_b._hard riba_p._hard 1.65 2.5
roger-vasselin_e._hard prodon_e._hard 1.36 3.9
sugita_y._hard rochus_o._hard 3.4 1.65
hanescu_v._hard querrey_s._hard 3.8 1.39
lu_y.h._hard de_bakker_t._hard 1.93 2.3
beck_a._hard pospisil_v._hard 2.43 1.7
goffin_d._hard malisse_x._hard 4 1.65
darcis_s._hard kavcic_b._hard 1.73 2.37
soeda_g._hard gil_f._hard 1.67 2.75
sela_d._hard paire_b._hard 1.61 2.61
raonic_m._hard hanescu_v._hard 1.37 3.63
wawrinka_s._hard roger-vasselin_e._hard 1.23 4.7
soeda_g._hard dodig_i._hard 3.3 1.5
almagro_n._hard darcis_s._hard 1.48 3.1
goffin_d._hard beck_a._hard 2.22 1.81
sugita_y._hard lu_y.h._hard 3.5 1.4
tipsarevic_j._hard bhambri_y._hard 1.08 13
raonic_m._hard sela_d._hard 1.29 4.6
soeda_g._hard wawrinka_s._hard 5.5 1.21
almagro_n._hard sugita_y._hard 1.67 3.7
tipsarevic_j._hard goffin_d._hard 1.13 7.8
raonic_m._hard almagro_n._hard 1.51 3.1
tipsarevic_j._hard soeda_g._hard 1.18 6.5
raonic_m._hard tipsarevic_j._hard 1.8 2.26
seppi_a._hard kubot_l._hard 1.65 2.53
ramos-vinolas_a._hard tursunov_d._hard 3 1.52
cipolla_f._hard al_mutawa_j._hard 1.03 36.3
troicki_v._hard rosol_l._hard 1.23 5.15
bogomolov_jr.a._hard volandri_f._hard 1.14 8
becker_b._hard kunitsyn_i._hard 2.2 1.93
bachinger_m._hard bautista_r._hard 1.7 2.5
gremelmayr_d._hard starace_p._hard 2.3 1.85
tsonga_j.w._hard jaziri_m._hard 1.06 16.08
karlovic_i._hard stakhovsky_s._hard 1.7 2.4
garcia-lopez_g._hard andujar_p._hard 1.4 3.36
zemlja_g._hard bubka_s._hard 1.6 2.8
