kroslak_j. voinea_a. 1
larsson_m. arthurs_w. 1
liukko_v. johansson_t. 1
ljubicic_i. luxa_p. 1
pozzi_g. siemerink_j. 1
safin_m. lareau_s. 1
schuettler_r. manta_l. 1
vinciguerra_a. rochus_c. 1
bjorkman_j. heuberger_i. 1
damm_m. bastl_g. 1
federer_r. jonsson_f. 1
larsson_m. behrend_t. 1
ljubicic_i. ivanisevic_g. 1
pozzi_g. liukko_v. 1
safin_m. kroslak_j. 1
vinciguerra_a. schuettler_r. 1
federer_r. pozzi_g. 1
larsson_m. ljubicic_i. 1
safin_m. bjorkman_j. 1
vinciguerra_a. damm_m. 1
larsson_m. federer_r. 1
vinciguerra_a. safin_m. 1
vinciguerra_a. larsson_m. 1
bryan_m. gaudenzi_a. 1
calatrava_a. zabaleta_m. 1
clavet_f. woodforde_m. 1
fromberg_r. stark_j. 1
gambill_j.m. alonso_j. 1
gimelstob_j. alami_k. 1
goldstein_p. pavel_a. 1
hipfl_m. srichaphan_p. 1
ilie_a. chang_m. 1
koubek_s. black_b. 1
malisse_x. van_lottum_j. 1
mamiit_c. mirnyi_m. 1
rafter_p. gumy_h. 1
sa_a. szymanski_j. 1
tieleman_l. roddick_a. 1
woodruff_c. kratochvil_m. 1
calatrava_a. bryan_m. 1
fromberg_r. ilie_a. 1
gimelstob_j. mamiit_c. 1
goldstein_p. clavet_f. 1
koubek_s. gambill_j.m. 1
rafter_p. hipfl_m. 1
sa_a. malisse_x. 1
woodruff_c. tieleman_l. 1
calatrava_a. woodruff_c. 1
fromberg_r. gimelstob_j. 1
goldstein_p. rafter_p. 1
koubek_s. sa_a. 1
calatrava_a. goldstein_p. 1
koubek_s. fromberg_r. 1
koubek_s. calatrava_a. 1
agenor_r. gonzalez_f. 1
alvarez_e. diaz_j. 1
calleri_a. sargsian_s. 1
canas_g. di_pasquale_a. 1
chela_j.i. marin_j.a. 1
garcia_a. blanco_g. 1
gaudio_g. spottl_m. 1
hood_m. bruguera_s. 1
kuerten_g. lisnard_j. 1
massu_n. meligeni_f. 1
portas_a. sanguinetti_d. 1
puerta_m. squillari_f. 1
stanoytchev_o. hantschk_m. 1
ulihrach_b. rios_m. 1
vicente_f. rodriguez_m. 1
zib_t. lopez-moron_a. 1
calleri_a. alvarez_e. 1
gaudio_g. garcia_a. 1
hood_m. massu_n. 1
kuerten_g. stanoytchev_o. 1
portas_a. canas_g. 1
puerta_m. chela_j.i. 1
ulihrach_b. agenor_r. 1
vicente_f. zib_t. 1
gaudio_g. ulihrach_b. 1
kuerten_g. calleri_a. 1
portas_a. hood_m. 1
puerta_m. vicente_f. 1
kuerten_g. portas_a. 1
puerta_m. gaudio_g. 1
kuerten_g. puerta_m. 1
chela_j.i. lopez-moron_a. 1
di_pasquale_a. diaz_j. 1
el_aynaoui_y. lisnard_j. 1
etlis_g. gonzalez_p. 1
gumy_h. massu_n. 1
hantschk_m. hadad_m. 1
kuerten_g. bruguera_s. 1
mantilla_f. blanco_g. 1
portas_a. canas_g. 1
prieto_s. balcells_j. 1
puerta_m. cortes_j. 1
rodriguez_m. marin_j.a. 1
sanguinetti_d. gaudio_g. 1
stanoytchev_o. agenor_r. 1
vicente_f. tieleman_l. 1
zib_t. ulihrach_b. 1
di_pasquale_a. zib_t. 1
el_aynaoui_y. etlis_g. 1
hantschk_m. gumy_h. 1
kuerten_g. prieto_s. 1
mantilla_f. chela_j.i. 1
portas_a. stanoytchev_o. 1
puerta_m. sanguinetti_d. 1
vicente_f. rodriguez_m. 1
el_aynaoui_y. portas_a. 1
kuerten_g. hantschk_m. 1
puerta_m. mantilla_f. 1
vicente_f. di_pasquale_a. 1
el_aynaoui_y. vicente_f. 1
puerta_m. kuerten_g. 1
puerta_m. el_aynaoui_y. 1
agassi_a. ondruska_m. 1
black_b. alami_k. 1
clavet_f. meligeni_f. 1
corretja_a. blake_j. 1
costa_a. goldstein_p. 1
ferreira_w. schalken_s. 1
ferrero_j.c. rafter_p. 1
henman_t. koubek_s. 1
hewitt_l. vacek_d. 1
lapentti_n. ilie_a. 1
martin_a. grosjean_s. 1
moya_c. zabaleta_m. 1
pavel_a. calatrava_a. 1
rios_m. spadea_v. 1
sampras_p. rusedski_g. 1
woodruff_c. dosedel_s. 1
clavet_f. agassi_a. 1
corretja_a. sampras_p. 1
costa_a. pavel_a. 1
ferrero_j.c. moya_c. 1
henman_t. black_b. 1
hewitt_l. woodruff_c. 1
lapentti_n. ferreira_w. 1
rios_m. martin_a. 1
costa_a. corretja_a. 1
ferrero_j.c. clavet_f. 1
henman_t. lapentti_n. 1
hewitt_l. rios_m. 1
henman_t. costa_a. 1
hewitt_l. ferrero_j.c. 1
hewitt_l. henman_t. 1
arazi_h. agassi_a. 1
black_b. martin_a. 1
chang_m. ferrero_j.c. 1
clavet_f. ilie_a. 1
corretja_a. kucera_k. 1
costa_a. koubek_s. 1
di_pasquale_a. courier_j. 1
dosedel_s. mantilla_f. 1
enqvist_t. golmard_j. 1
escude_n. pioline_c. 1
ferreira_w. gambill_j.m. 1
grosjean_s. novak_j. 1
haas_t. saulnier_c. 1
henman_t. alami_k. 1
hewitt_l. moya_c. 1
hrbaty_d. el_aynaoui_y. 1
ivanisevic_g. goldstein_p. 1
johansson_t. clement_a. 1
kafelnikov_y. spadea_v. 1
kuerten_g. gimelstob_j. 1
lapentti_n. bjorkman_j. 1
mirnyi_m. dent_t. 1
norman_m. squillari_f. 1
philippoussis_m. woodruff_c. 1
rafter_p. ondruska_m. 1
rios_m. vacek_d. 1
rusedski_g. blake_j. 1
safin_m. meligeni_f. 1
sampras_p. medvedev_a. 1
santoro_f. kiefer_n. 1
schalken_s. kroslak_j. 1
zabaleta_m. vicente_f. 1
arazi_h. dosedel_s. 1
black_b. hewitt_l. 1
corretja_a. rafter_p. 1
costa_a. ivanisevic_g. 1
enqvist_t. johansson_t. 1
escude_n. safin_m. 1
grosjean_s. henman_t. 1
haas_t. kuerten_g. 1
lapentti_n. di_pasquale_a. 1
mirnyi_m. rusedski_g. 1
norman_m. chang_m. 1
philippoussis_m. clavet_f. 1
sampras_p. ferreira_w. 1
santoro_f. hrbaty_d. 1
schalken_s. kafelnikov_y. 1
zabaleta_m. rios_m. 1
arazi_h. mirnyi_m. 1
corretja_a. santoro_f. 1
enqvist_t. zabaleta_m. 1
lapentti_n. escude_n. 1
norman_m. grosjean_s. 1
philippoussis_m. haas_t. 1
sampras_p. black_b. 1
schalken_s. costa_a. 1
corretja_a. norman_m. 1
enqvist_t. sampras_p. 1
lapentti_n. arazi_h. 1
philippoussis_m. schalken_s. 1
corretja_a. lapentti_n. 1
enqvist_t. philippoussis_m. 1
corretja_a. enqvist_t. 1
arthurs_w. clavet_f. 1
bastl_g. ketola_t. 1
black_b. schuettler_r. 1
black_w. berasategui_a. 1
calleri_a. rosset_m. 1
canas_g. ljubicic_i. 1
chang_m. marin_j.a. 1
clement_a. woodruff_c. 1
courier_j. nalbandian_d. 1
federer_r. gimelstob_j. 1
ferreira_w. damm_m. 1
fish_m. blanco_g. 1
fromberg_r. tarango_j. 1
gambill_j.m. dosedel_s. 1
gaudio_g. gumy_h. 1
goldstein_p. ruud_c. 1
golmard_j. vacek_d. 1
ivanisevic_g. prinosil_d. 1
kratochvil_m. van_lottum_j. 1
malisse_x. larsson_m. 1
massu_n. di_pasquale_a. 1
medvedev_a. ilie_a. 1
mirnyi_m. tillstrom_m. 1
moya_c. viloca_j.a. 1
novak_j. martin_a. 1
pavel_a. sargsian_s. 1
pozzi_g. bjorkman_j. 1
rochus_c. squillari_f. 1
roddick_a. vicente_f. 1
saulnier_c. johansson_t. 1
schalken_s. hipfl_m. 1
vinciguerra_a. kucera_k. 1
agassi_a. roddick_a. 1
bastl_g. ferrero_j.c. 1
black_b. el_aynaoui_y. 1
enqvist_t. courier_j. 1
escude_n. arthurs_w. 1
ferreira_w. arazi_h. 1
fromberg_r. kiefer_n. 1
gambill_j.m. alami_k. 1
grosjean_s. schalken_s. 1
haas_t. fish_m. 1
henman_t. calleri_a. 1
hewitt_l. gaudio_g. 1
hrbaty_d. rochus_c. 1
ivanisevic_g. spadea_v. 1
kafelnikov_y. canas_g. 1
kratochvil_m. costa_a. 1
kuerten_g. clement_a. 1
lapentti_n. malisse_x. 1
mantilla_f. golmard_j. 1
meligeni_f. goldstein_p. 1
norman_m. massu_n. 1
novak_j. corretja_a. 1
pavel_a. santoro_f. 1
philippoussis_m. saulnier_c. 1
pioline_c. black_w. 1
pozzi_g. koubek_s. 1
rafter_p. mirnyi_m. 1
rios_m. chang_m. 1
rusedski_g. medvedev_a. 1
sampras_p. moya_c. 1
vinciguerra_a. safin_m. 1
zabaleta_m. federer_r. 1
agassi_a. pavel_a. 1
enqvist_t. bastl_g. 1
ferreira_w. fromberg_r. 1
gambill_j.m. norman_m. 1
henman_t. zabaleta_m. 1
hewitt_l. haas_t. 1
hrbaty_d. kratochvil_m. 1
kafelnikov_y. meligeni_f. 1
kuerten_g. ivanisevic_g. 1
lapentti_n. mantilla_f. 1
philippoussis_m. pioline_c. 1
pozzi_g. novak_j. 1
