de_bakker_t. falla_a. 1.62 2.79
hajek_j. starace_p. 3.64 1.4
schwank_e. fognini_f. 2.14 1.85
garcia-lopez_g. rochus_c. 1.45 3.25
bellucci_t. nieminen_j. 1.5 3.09
chela_j.i. krajinovic_f. 1.18 6.76
hernandez_o. marchenko_i. 1.52 3.03
almagro_n. ventura_s. 1.11 9.1
cuevas_p. zeballos_h. 2.15 1.87
granollers-pujol_m. kubot_l. 1.75 2.42
greul_s. riba_p. 2.3 1.78
gasquet_r. andreev_i. 2.35 1.82
istomin_d. robert_s. 3.2 1.44
gimeno-traver_d. monaco_j. 4.27 1.36
chardy_j. montanes_a. 4 1.35
hewitt_l. ilhan_m. 1.35 4.25
ramos-vinolas_a. russell_m. 1.7 2.49
melzer_j. lapentti_n. 1.95 3
stakhovsky_s. zverev_m. 2.39 1.87
bolelli_s. robredo_t. 6.54 1.17
gulbis_e. luczak_p. 1.42 3.55
martin_a. kukushkin_m. 2 1.73
lopez_f. dolgopolov_o. 1.77 2.5
hanescu_v. beck_a. 1.35 4.15
navarro-pastor_i. cuevas_p. 4 1.35
almagro_n. greul_s. 1.18 6.6
soderling_r. chela_j.i. 1.33 4
de_bakker_t. gimeno-traver_d. 1.88 2.3
garcia-lopez_g. gabashvili_t. 1.33 4.3
schwank_e. hewitt_l. 2.32 1.78
tsonga_j.w. hajek_j. 1.25 6
melzer_j. hernandez_o. 1.4 3.57
gulbis_e. chardy_j. 1.75 2.35
ferrer_d. granollers-pujol_m. 1.15 7.58
bellucci_t. hanescu_v. 1.87 2.25
ramos-vinolas_a. gonzalez_f. 8.36 1.14
ferrero_j.c. stakhovsky_s. 1.08 11.88
bolelli_s. martin_a. 1.65 2.65
verdasco_f. gasquet_r. 1.32 4
lopez_f. istomin_d. 1.47 3.1
schwank_e. navarro-pastor_i. 1.4 3.75
bellucci_t. garcia-lopez_g. 1.43 3.4
ferrer_d. bolelli_s. 1.1 10.5
de_bakker_t. ferrero_j.c. 7.03 1.15
tsonga_j.w. almagro_n. 2.31 1.87
verdasco_f. melzer_j. 1.2 6.08
gulbis_e. ramos-vinolas_a. 1.36 3.8
soderling_r. lopez_f. 1.26 4.68
ferrer_d. bellucci_t. 1.23 5.53
verdasco_f. gulbis_e. 1.45 3.25
soderling_r. schwank_e. 1.17 6.46
de_bakker_t. tsonga_j.w. 3.75 1.46
verdasco_f. ferrer_d. 2.5 1.8
soderling_r. de_bakker_t. 1.22 5.7
verdasco_f. soderling_r. 2.63 1.65
hanescu_v. berrer_m. 1.47 3.25
chardy_j. tipsarevic_j. 1.8 2.2
seppi_a. fognini_f. 1.51 2.88
lorenzi_p. montanes_a. 6.1 1.21
isner_j. zeballos_h. 2.25 1.77
giraldo_s. ferrero_j.c. 6.5 1.2
kohlschreiber_p. cuevas_p. 1.4 3.82
gulbis_e. baghdatis_m. 1.75 2.63
benneteau_j. querrey_s. 2.85 1.6
starace_p. hajek_j. 1.73 2.5
garcia-lopez_g. chela_j.i. 3.27 1.45
monaco_j. andreev_i. 1.81 2.25
llodra_m. beck_a. 1.58 2.8
berdych_t. granollers-pujol_m. 1.26 4.7
ljubicic_i. mathieu_p.h. 1.41 3.5
volandri_f. luczak_p. 2.05 2.02
hewitt_l. youzhny_m. 2.9 1.57
wawrinka_s. melzer_j. 1.55 2.9
lopez_f. becker_b. 1.42 3.42
bolelli_s. greul_s. 1.91 2.41
troicki_v. de_bakker_t. 2.6 1.68
almagro_n. kubot_l. 1.2 6
bellucci_t. mayer_l. 1.53 3.05
ferrer_d. korolev_e. 1.15 8
hanescu_v. monaco_j. 2.4 1.74
djokovic_n. chardy_j. 1.14 8.38
gulbis_e. federer_r. 5.25 1.25
murray_a. seppi_a. 1.36 4
soderling_r. lorenzi_p. 1.08 12.5
volandri_f. benneteau_j. 2.35 1.85
garcia-lopez_g. hewitt_l. 2.4 1.73
giraldo_s. llodra_m. 1.5 3.05
