matosevic_m._hard benneteau_j._hard 2 2.1
nieminen_j._hard duckworth_j._hard 1.36 3.8
cilic_m._hard istomin_d._hard 1.44 3.55
querrey_s._hard tursunov_d._hard 2.1 1.91
dimitrov_g._hard haase_r._hard 1.33 4.33
mahut_n._hard sijsling_i._hard 2.6 1.63
ebden_m._hard kuznetsov_al._hard 1.36 3.8
lopez_f._hard kukushkin_m._hard 1.83 2.2
chardy_j._hard mannarino_a._hard 1.62 2.75
copil_m._hard sugita_y._hard 1.65 2.43
hewitt_l._hard kokkinakis_t._hard 1.4 3.6
groth_s._hard harrison_r._hard 2.95 1.53
matosevic_m._hard querrey_s._hard 2.35 1.72
cilic_m._hard dimitrov_g._hard 2.56 1.67
nishikori_k._hard ebden_m._hard 1.44 3.5
federer_r._hard nieminen_j._hard 1.15 6.7
chardy_j._hard mahut_n._hard 1.85 2.17
copil_m._hard simon_g._hard 3.75 1.49
hewitt_l._hard lopez_f._hard 1.67 2.66
groth_s._hard herbert_p.h._hard 1.6 2.6
nishikori_k._hard cilic_m._hard 2.14 1.83
hewitt_l._hard copil_m._hard 1.36 3.9
chardy_j._hard groth_s._hard 1.48 3.15
federer_r._hard matosevic_m._hard 1.12 10.75
hewitt_l._hard nishikori_k._hard 2.5 1.85
federer_r._hard chardy_j._hard 1.1 11.5
hewitt_l._hard federer_r._hard 6 1.21
lu_y.h._hard smyczek_t._hard 1.85 2.63
vesely_j._hard nedunchezhiyan_j._hard 1.17 6.5
sela_d._hard lacko_l._hard 1.93 2.2
pospisil_v._hard edmund_k._hard 1.17 7.6
bedene_a._hard laaksonen_h._hard 1.94 2.1
roger-vasselin_e._hard ramos-vinolas_a._hard 1.42 3.6
bhambri_y._hard carreno-busta_p._hard 2.3 1.76
kudryavtsev_a._hard bautista_r._hard 5 1.25
ramanathan_r._hard devvarman_s._hard 6 1.21
becker_b._hard reister_j._hard 1.51 2.95
granollers-pujol_m._hard albot_r._hard 1.37 4.7
garcia-lopez_g._hard nedovyesov_a._hard 1.55 3.2
roger-vasselin_e._hard vesely_j._hard 1.4 3.45
sela_d._hard youzhny_m._hard 3.4 1.43
wawrinka_s._hard becker_b._hard 1.23 5.4
bedene_a._hard kudryavtsev_a._hard 1.57 2.66
bhambri_y._hard fognini_f._hard 2.8 1.73
granollers-pujol_m._hard ramanathan_r._hard 1.2 7
pospisil_v._hard lu_y.h._hard 1.48 3.1
paire_b._hard garcia-lopez_g._hard 1.8 2.26
roger-vasselin_e._hard sela_d._hard 1.75 2.4
wawrinka_s._hard bedene_a._hard 1.15 8.3
granollers-pujol_m._hard paire_b._hard 2.6 1.85
pospisil_v._hard bhambri_y._hard 1.46 3.5
roger-vasselin_e._hard granollers-pujol_m._hard 1.95 2.15
wawrinka_s._hard pospisil_v._hard 1.28 5
wawrinka_s._hard roger-vasselin_e._hard 1.27 5
monfils_g._hard giraldo_s._hard 1.38 3.8
kubot_l._hard gimeno-traver_d._hard 1.65 2.5
karlovic_i._hard berdych_t._hard 5.2 1.22
verdasco_f._hard volandri_f._hard 1.1 9.05
hanescu_v._hard sousa_j._hard 2.8 1.59
kamke_t._hard jaziri_m._hard 1.62 2.65
brown_d._hard dodig_i._hard 3.3 1.42
gojowczyk_p._hard thiem_d._hard 2.25 1.84
murray_a._hard zayed_m._s._hard 1.01 101
brands_d._hard davydenko_n._hard 2.1 1.88
ferrer_d._hard dolgopolov_o._hard 1.21 5.75
mayer_f._hard przysiezny_m._hard 1.56 3.26
gulbis_e._hard evans_d._hard 1.28 4.7
nadal-parera_r._hard rosol_l._hard 1.06 15
kohlschreiber_p._hard andujar_p._hard 1.17 6.65
gasquet_r._hard hossam_k._hard 1.03 40
gojowczyk_p._hard kohlschreiber_p._hard 4.3 1.27
mayer_f._hard murray_a._hard 6.88 1.17
hanescu_v._hard verdasco_f._hard 4.63 1.3
brown_d._hard karlovic_i._hard 2.52 1.68
nadal-parera_r._hard kamke_t._hard 1.06 17.5
gulbis_e._hard kubot_l._hard 1.22 5.5
brands_d._hard ferrer_d._hard 6 1.18
monfils_g._hard gasquet_r._hard 1.66 2.54
gojowczyk_p._hard brown_d._hard 2.2 1.85
