duckworth_j._hard simon_g._hard 4.31 1.2
kokkinakis_t._hard benneteau_j._hard 2.62 1.47
chardy_j._hard golubev_a._hard 1.32 3.3
tomic_b._hard querrey_s._hard 1.61 2.25
kukushkin_m._hard copil_m._hard 1.5 2.53
kubot_l._hard anderson_k._hard 3.58 1.28
johnson_s._hard matosevic_m._hard 2.03 1.74
nieminen_j._hard kudla_d._hard 1.65 2.19
klizan_m._hard melzer_j._hard 1.66 2.16
millman_j._hard williams_r._hard 1.44 2.7
dolgopolov_o._hard berlocq_c._hard 1.27 3.61
groth_s._hard hewitt_l._hard 2.83 1.4
klizan_m._hard dolgopolov_o._hard 2.62 1.46
nishikori_k._hard johnson_s._hard 1.13 5.7
dimitrov_g._hard chardy_j._hard 1.33 3.18
tomic_b._hard kokkinakis_t._hard 1.4 2.83
raonic_m._hard kukushkin_m._hard 1.23 4
groth_s._hard kubot_l._hard 1.69 2.12
duckworth_j._hard nieminen_j._hard 2.3 1.59
federer_r._hard millman_j._hard 1.05 9.22
raonic_m._hard groth_s._hard 1.17 4.83
dimitrov_g._hard klizan_m._hard 1.28 3.59
nishikori_k._hard tomic_b._hard 1.34 3.15
federer_r._hard duckworth_j._hard 1.05 9.84
raonic_m._hard nishikori_k._hard 2.58 1.49
federer_r._hard dimitrov_g._hard 1.27 3.68
federer_r._hard raonic_m._hard 1.26 3.76
muller_g._hard roger-vasselin_e._hard 1.73 2.05
haider-maurer_a._hard granollers-pujol_m._hard 2.71 1.44
coric_b._hard haase_r._hard 1.72 2.07
ymer_e._hard sijsling_i._hard 3.1 1.35
berankis_r._hard vanni_l._hard 1.31 3.32
vesely_j._hard prashanth_v._hard 1.15 5.07
bedene_a._hard lacko_l._hard 1.95 1.81
ito_t._hard ramanathan_r._hard 1.37 2.98
garcia-lopez_g._hard donskoy_e._hard 1.92 1.84
carreno-busta_p._hard gonzalez_a._hard 1.52 2.48
lu_y.h._hard devvarman_s._hard 1.35 3.1
