duckworth_j. simon_g. 4.31 1.2
kokkinakis_t. benneteau_j. 2.62 1.47
chardy_j. golubev_a. 1.32 3.3
tomic_b. querrey_s. 1.61 2.25
kukushkin_m. copil_m. 1.5 2.53
kubot_l. anderson_k. 3.58 1.28
johnson_s. matosevic_m. 2.03 1.74
nieminen_j. kudla_d. 1.65 2.19
klizan_m. melzer_j. 1.66 2.16
millman_j. williams_r. 1.44 2.7
dolgopolov_o. berlocq_c. 1.27 3.61
groth_s. hewitt_l. 2.83 1.4
klizan_m. dolgopolov_o. 2.62 1.46
nishikori_k. johnson_s. 1.13 5.7
dimitrov_g. chardy_j. 1.33 3.18
tomic_b. kokkinakis_t. 1.4 2.83
raonic_m. kukushkin_m. 1.23 4
groth_s. kubot_l. 1.69 2.12
duckworth_j. nieminen_j. 2.3 1.59
federer_r. millman_j. 1.05 9.22
raonic_m. groth_s. 1.17 4.83
dimitrov_g. klizan_m. 1.28 3.59
nishikori_k. tomic_b. 1.34 3.15
federer_r. duckworth_j. 1.05 9.84
raonic_m. nishikori_k. 2.58 1.49
federer_r. dimitrov_g. 1.27 3.68
federer_r. raonic_m. 1.26 3.76
muller_g. roger-vasselin_e. 1.73 2.05
haider-maurer_a. granollers-pujol_m. 2.71 1.44
coric_b. haase_r. 1.72 2.07
ymer_e. sijsling_i. 3.1 1.35
berankis_r. vanni_l. 1.31 3.32
vesely_j. prashanth_v. 1.15 5.07
bedene_a. lacko_l. 1.95 1.81
ito_t. ramanathan_r. 1.37 2.98
garcia-lopez_g. donskoy_e. 1.92 1.84
carreno-busta_p. gonzalez_a. 1.52 2.48
lu_y.h. devvarman_s. 1.35 3.1
gojowczyk_p. falla_a. 1.51 2.49
goffin_d. berankis_r. 1.25 3.77
muller_g. ymer_e. 1.23 4
haider-maurer_a. vesely_j. 2.91 1.39
wawrinka_s. coric_b. 1.36 3.06
garcia-lopez_g. ito_t. 1.51 2.51
lu_y.h. carreno-busta_p. 1.47 2.6
bautista_r. gojowczyk_p. 1.35 3.09
bedene_a. lopez_f. 2.71 1.44
bedene_a. garcia-lopez_g. 1.85 1.91
bautista_r. lu_y.h. 1.29 3.46
goffin_d. haider-maurer_a. 1.11 6.13
wawrinka_s. muller_g. 1.17 4.88
bedene_a. bautista_r. 3.94 1.24
wawrinka_s. goffin_d. 1.47 2.63
wawrinka_s. bedene_a. 1.09 7.35
bolelli_s. becker_b. 2.15 1.67
dodig_i. safwat_m. 1.16 5.05
gasquet_r. andujar_p. 1.21 4.15
brown_d. lorenzi_p. 1.54 2.4
verdasco_f. gabashvili_t. 1.41 2.81
karlovic_i. rosol_l. 1.49 2.54
berdych_t. istomin_d. 1.18 4.59
seppi_a. mayer_l. 1.95 1.81
kavcic_b. monaco_j. 1.8 1.96
stakhovsky_s. ali_mutawa_j.m. 1.01 24.01
basilashvili_n. youzhny_m. 3.23 1.33
djokovic_n. lajovic_d. 1.03 12.06
struff_j.l. kohlschreiber_p. 3.09 1.35
berrer_m. nadal-parera_r. 9.23 1.05
souza_j. jaziri_m. 2.31 1.58
ferrer_d. de_bakker_t. 1.11 6.24
karlovic_i. basilashvili_n. 1.31 3.3
brown_d. struff_j.l. 2.23 1.63
seppi_a. souza_j. 1.26 3.7
ferrer_d. verdasco_f. 1.26 3.68
djokovic_n. stakhovsky_s. 1.02 13.76
dodig_i. berrer_m. 1.39 2.88
berdych_t. kavcic_b. 1.11 6.32
gasquet_r. bolelli_s. 1.27 3.66
ferrer_d. brown_d. 1.11 6.27
karlovic_i. djokovic_n. 9.82 1.05
berdych_t. gasquet_r. 1.43 2.77
seppi_a. dodig_i. 1.92 1.84
ferrer_d. karlovic_i. 1.39 2.93
berdych_t. seppi_a. 1.09 7.17
ferrer_d. berdych_t. 2.66 1.46
mannarino_a. delbonis_f. 1.27 3.62
struff_j.l. thiem_d. 2.26 1.61
johnson_s. sousa_j. 1.35 3.11
de_schepper_k. giraldo_s. 2.51 1.51
falla_a. statham_j. 1.3 3.41
carreno-busta_p. coric_b. 2.71 1.44
vesely_j. bellucci_t. 1.63 2.21
young_d. soeda_g. 1.49 2.55
schwartzman_d. garcia-lopez_g. 3.62 1.27
ramos-vinolas_a. lorenzi_p. 2.1 1.7
venus_m. gonzalez_a. 3.12 1.35
lu_y.h. monaco_j. 1.93 1.83
johnson_s. carreno-busta_p. 1.47 2.62
falla_a. de_schepper_k. 2.11 1.69
anderson_k. struff_j.l. 1.43 2.74
mannarino_a. bautista_r. 2.48 1.52
young_d. schwartzman_d. 1.34 3.18
pouille_l. venus_m. 1.34 3.24
ramos-vinolas_a. lu_y.h. 2.75 1.43
vesely_j. gulbis_e. 2.19 1.65
mannarino_a. falla_a. 1.3 3.44
pouille_l. ramos-vinolas_a. 2.11 1.71
vesely_j. young_d. 1.69 2.13
anderson_k. johnson_s. 1.59 2.3
mannarino_a. pouille_l. 1.31 3.36
vesely_j. anderson_k. 2.32 1.59
vesely_j. mannarino_a. 1.72 2.1
cuevas_p. almagro_n. 1.95 1.81
mayer_l. becker_b. 1.56 2.37
bolelli_s. matosevic_m. 2.41 1.54
dell'acqua_m. stakhovsky_s. 1.84 1.92
andujar_p. nieminen_j. 2.71 1.44
tomic_b. sijsling_i. 1.25 3.84
kukushkin_m. istomin_d. 1.6 2.29
pospisil_v. seppi_a. 1.56 2.36
chardy_j. querrey_s. 1.81 1.95
troicki_v. klizan_m. 1.8 1.97
muller_g. groth_s. 2.12 1.69
janowicz_j. kyrgios_n. 2.43 1.53
dell'acqua_m. fognini_f. 1.35 3.09
bolelli_s. goffin_d. 3.17 1.34
kukushkin_m. cuevas_p. 1.57 2.34
benneteau_j. pospisil_v. 2.54 1.5
mayer_l. janowicz_j. 1.77 2.01
troicki_v. andujar_p. 1.38 2.94
muller_g. chardy_j. 2.75 1.43
tomic_b. kohlschreiber_p. 1.53 2.46
kukushkin_m. dell'acqua_m. 2.57 1.48
mayer_l. benneteau_j. 2.05 1.74
troicki_v. bolelli_s. 1.85 1.91
muller_g. tomic_b. 3.31 1.32
kukushkin_m. mayer_l. 1.93 1.85
troicki_v. muller_g. 1.79 1.99
troicki_v. kukushkin_m. 1.89 1.89
berankis_r. sijsling_i. 1.52 2.49
dimitrov_g. brown_d. 1.09 7.36
anderson_k. schwartzman_d. 1.11 6.33
chardy_j. coric_b. 1.4 2.87
lacko_l. gonzalez_m. 1.35 3.14
matosevic_m. kudryavtsev_a. 1.34 3.18
seppi_a. istomin_d. 1.62 2.26
sousa_j. thompson_j. 1.63 2.24
klizan_m. ito_t. 1.31 3.33
gasquet_r. berlocq_c. 1.08 7.51
murray_a. bhambri_y. 1.02 16.81
goffin_d. russell_m. 1.11 6.41
duckworth_j. kavcic_b. 2.35 1.58
baghdatis_m. gabashvili_t. 1.52 2.48
berdych_t. falla_a. 1.02 14.92
nadal-parera_r. youzhny_m. 1.14 5.41
tomic_b. kamke_t. 1.1 6.7
smyczek_t. saville_l. 1.32 3.3
rosol_l. de_schepper_k. 1.65 2.2
mayer_l. millman_j. 1.64 2.23
kohlschreiber_p. mathieu_p.h. 1.21 4.32
sela_d. struff_j.l. 2.63 1.47
roger-vasselin_e. robredo_t. 3.66 1.27
melzer_j. estrella_v. 1.42 2.78
groth_s. krajinovic_f. 1.35 3.14
bolelli_s. monaco_j. 1.57 2.35
troicki_v. vesely_j. 1.71 2.1
kokkinakis_t. gulbis_e. 2.34 1.58
federer_r. lu_y.h. 1.02 14.85
jaziri_m. kukushkin_m. 2.71 1.44
karlovic_i. bemelmans_r. 1.26 3.77
kyrgios_n. delbonis_f. 1.17 4.89
gonzalez_a. fognini_f. 3.16 1.35
lopez_f. kudla_d. 1.27 3.67
mannarino_a. rola_b. 1.25 3.82
nishikori_k. almagro_n. 1.08 7.57
johnson_s. edmund_k. 1.2 4.48
garcia-lopez_g. gojowczyk_p. 2.14 1.69
giraldo_s. hernych_j. 1.65 2.2
young_d. puetz_t. 1.34 3.19
verdasco_f. ward_j. 1.2 4.4
raonic_m. marchenko_i. 1.05 10.36
wawrinka_s. ilhan_m. 1.02 14.91
haider-maurer_a. lokoli_l. 1.48 2.59
granollers-pujol_m. robert_s. 2.18 1.66
dodig_i. souza_j. 1.22 4.11
isner_j. wang_y._jr 1.18 4.68
bautista_r. thiem_d. 1.43 2.75
muller_g. carreno-busta_p. 1.5 2.53
simon_g. haase_r. 1.18 4.63
djokovic_n. bedene_a. 1.01 21.16
ferrer_d. bellucci_t. 1.05 9.55
bachinger_m. cuevas_p. 2.02 1.78
soeda_g. ymer_e. 1.87 1.89
copil_m. andujar_p. 2.09 1.72
nieminen_j. golubev_a. 1.57 2.38
stakhovsky_s. lajovic_d. 1.52 2.49
janowicz_j. moriya_h. 1.1 6.64
kuznetsov_an. ramos-vinolas_a. 1.6 2.3
becker_b. benneteau_j. 3.07 1.36
lorenzi_p. dolgopolov_o. 1.66 2.1
hewitt_l. zhang_z. 1.3 3.46
pospisil_v. querrey_s. 1.75 2.05
monfils_g. pouille_l. 1.21 4.37
berdych_t. melzer_j. 1.05 10.33
baghdatis_m. goffin_d. 2.99 1.38
troicki_v. mayer_l. 1.64 2.23
sousa_j. klizan_m. 2.86 1.41
gasquet_r. duckworth_j. 1.09 7.25
murray_a. matosevic_m. 1.03 12.97
anderson_k. berankis_r. 1.31 3.39
dimitrov_g. lacko_l. 1.06 8.96
federer_r. bolelli_s. 1.02 14.29
seppi_a. chardy_j. 2.59 1.49
sela_d. rosol_l. 1.87 1.9
kyrgios_n. karlovic_i. 2.25 1.62
jaziri_m. roger-vasselin_e. 2.55 1.5
groth_s. kokkinakis_t. 1.66 2.19
nadal-parera_r. smyczek_t. 1.02 13.89
tomic_b. kohlschreiber_p. 1.7 2.12
isner_j. haider-maurer_a. 1.13 5.87
lopez_f. mannarino_a. 1.94 1.83
nieminen_j. bachinger_m. 1.95 1.82
nishikori_k. dodig_i. 1.06 9.53
garcia-lopez_g. gonzalez_a. 1.39 2.95
johnson_s. giraldo_s. 1.48 2.6
pospisil_v. lorenzi_p. 1.18 4.78
wawrinka_s. copil_m. 1.03 12.09
muller_g. bautista_r. 2.69 1.45
djokovic_n. kuznetsov_an. 1.01 20.17
simon_g. granollers-pujol_m. 1.3 3.41
ferrer_d. stakhovsky_s. 1.05 10.71
janowicz_j. monfils_g. 3.1 1.36
becker_b. hewitt_l. 1.8 1.99
verdasco_f. soeda_g. 1.19 4.62
raonic_m. young_d. 1.06 8.96
dimitrov_g. baghdatis_m. 1.21 4.25
berdych_t. troicki_v. 1.17 4.91
seppi_a. federer_r. 14.28 1.02
murray_a. sousa_j. 1.02 16.31
tomic_b. groth_s. 1.27 3.73
